Title,Year,citations,Scientific Entity Disambigious
Improving unsupervised vector-space thematic fit evaluation via role-filler prototype clustering,2015,24,"unsupervised vector-space, thematic fit spaces, role-filler prototype clustering"
A Compositional and Interpretable Semantic Space,2015,53,"compositional semantic space, semantically relevant images"
"Randomized Greedy Inference for Joint Segmentation, {POS} Tagging and Dependency Parsing",2015,33,"randomized local search, joint segmentation, pos tagging, dependency parsing"
An Incremental Algorithm for Transition-based {CCG} Parsing,2015,15,"incremental mt, tag-based parsing"
Because Syntax Does Matter: Improving Predicate-Argument Structures Parsing with Syntactic Features,2015,11,"logic, predicate-argument structures parsing, syntactic features"
A Hybrid Generative/Discriminative Approach To Citation Prediction,2015,2,"hybrid generative/discriminative approach, citation analysis"
Weakly Supervised Slot Tagging with Partially Labeled Sequences from Web Search Click Logs,2015,28,"weakly supervised slot tagging, labeled data, click logs"
Not All Character N-grams Are Created Equal: A Study in Authorship Attribution,2015,124,"letter n-grams, authorship attribution"
Effective Use of Word Order for Text Categorization with Convolutional Neural Networks,2015,686,"format, text categorization, convolutional neural nets"
Transition-Based Syntactic Linearization,2015,31,"image-based, syntactic regularity"
Extractive Summarisation Based on Keyword Profile and Language Model,2015,6,"extractive summarization, keyword profile, grammar model"
{HEADS}: Headline Generation as Sequence Prediction Using an Abstract Feature-Rich Space,2015,39,"headline attention, sequence modeling, abstract feature-rich space"
"What{'}s Cookin{'}? Interpreting Cooking Videos using Text, Speech and Vision",2015,107,"cooking videos, text, debate, dim"
Combining Language and Vision with a Multimodal Skip-gram Model,2015,203,"language, dim, multimodal skip-gram model"
Discriminative Unsupervised Alignment of Natural Language Instructions with Corresponding Video Segments,2015,25,"unsupervised categorization, natural language commands, bridge video"
{T}opic{C}heck: Interactive Alignment for Assessing Topic Model Stability,2015,30,"topiccheck, interactive plot, topic model"
Inferring latent attributes of {T}witter users with label regularization,2015,21,"latent attributes, twitter user, label regularization"
A Neural Network Approach to Context-Sensitive Generation of Conversational Responses,2015,698,"neural network, context-setters, conversational aspects"
How to Make a Frenemy: Multitape {FST}s for Portmanteau Generation,2015,12,"frenemy, multitape fsts, portmanteau creation"
Aligning Sentences from Standard {W}ikipedia to {S}imple {W}ikipedia,2015,68,"nut, spoken wikipedia"
Inducing Lexical Style Properties for Paraphrase and Genre Differentiation,2015,40,"lexical formality, paraphrase, genre variation"
Entity Linking for Spoken Language,2015,10,"node linking, spoken language"
Spinning Straw into Gold: Using Free Text to Train Monolingual Alignment Models for Non-factoid Question Answering,2015,14,"free text, multilingual topic model, non-factoid question"
Personalized Page Rank for Named Entity Disambiguation,2015,81,"personalized page rank, disambiguation task"
When and why are log-linear models self-normalizing?,2015,39,"log-linear model, self-recovery"
Deep Multilingual Correlation for Improved Word Embeddings,2015,127,"multilingual clustering, word embeddings"
Disfluency Detection with a Semi-{M}arkov Model and Prosodic Features,2015,36,"disfluency model, semi-markov model, prosodic features"
Empty Category Detection With Joint Context-Label Embeddings,2015,3,"empty category, sense-directed embeddings"
Incrementally Tracking Reference in Human/Human Dialogue Using Linguistic and Extra-Linguistic Information,2015,9,"tracking reference, human/human dialogue, linguistic data, extra-linguistic data"
Digital Leafleting: Extracting Structured Data from Multimedia Online Flyers,2015,3,"digital leafleting, data structure, online flyers"
Multi-Target Machine Translation with Multi-Synchronous Context-free Grammars,2015,5,"multi-modal translation, synchronous context-free grammar"
Sign constraints on feature weights improve a joint model of word segmentation and phonology,2015,10,"empty argument, feature weight, joint model, word segmentation, phonology"
Semi-Supervised Word Sense Disambiguation Using Word Embeddings in General and Specific Domains,2015,96,"supervised word-sense disambiguation, word embeddings, complex domain, large domains"
Continuous Space Representations of Linguistic Typology and their Application to Phylogenetic Inference,2015,18,"discrete space, term typology, phylogenetic tools, flow"
Interpreting Compound Noun Phrases Using Web Search Queries,2015,12,"noun phrases, web queries"
Lexicon-Free Conversational Speech Recognition with Neural Networks,2015,116,"speech-centric, neural networks"
{I} Can Has Cheezburger? A Nonparanormal Approach to Combining Textual and Visual Information for Predicting and Generating Popular Meme Descriptions,2015,20,"nonparametric, textual content, geo-information, limit, api, troll meme"
A Transition-based Algorithm for {AMR} Parsing,2015,129,"web-based algorithm, amr parsing"
The Geometry of Statistical Machine Translation,2015,4,"geometry, statistic machine translation"
Data-driven sentence generation with non-isomorphic trees,2015,25,"data-driven sentence generation, non-projective trees"
Latent Domain Word Alignment for Heterogeneous Corpora,2015,8,"latent domain, wordrank, heterogeneous"
Extracting Human Temporal Orientation from {F}acebook Language,2015,28,"temporally, twitter language"
An In-depth Analysis of the Effect of Text Normalization in Social Media,2015,19,"in-depth study, basis, text normalization, social media"
Using Summarization to Discover Argument Facets in Online Idealogical Dialog,2015,38,"summarization, argument facets, online idealogical dialog"
Active Learning with Rationales for Text Classification,2015,25,"active learning, rationales, text games"
Inferring Temporally-Anchored Spatial Knowledge from Semantic Roles,2015,7,"semantic proto-role linking model, semantic role"
A Dynamic Programming Algorithm for Tree Trimming-based Text Summarization,2015,4,"dynamic programming algorithm, query-based text summarization"
Modeling Word Meaning in Context with Substitute Vectors,2015,39,"word meaning, prose, vectors, test"
Corpus-based discovery of semantic intensity scales,2015,9,"pod, nature, semantic overlap scoring"
Dialogue focus tracking for zero pronoun resolution,2015,9,"motivated formant, zero pronoun"
D{\'e}j{\`a} Image-Captions: A Corpus of Expressive Descriptions in Repetition,2015,33,"d'ej\`a image-captions, pod, expressiveness, senses"
Inferring Missing Entity Type Instances for Knowledge Base Completion: New Dataset and Methods,2015,54,"entity type sequence, knowledge base completion, dataset, flow"
Robust Morphological Tagging with Word Representations,2015,39,"morphology tagging, word types"
{E}nglish orthography is not {``}close to optimal{''},2015,3,shared orthography
{LCCT}: A Semi-supervised Model for Sentiment Classification,2015,26,"lcc, semi-supervised model, it strategy"
Multiview {LSA}: Representation Learning via Generalized {CCA},2015,75,"multiview lsa, token graph modeling, regression cca"
{NASARI}: a Novel Approach to a Semantically-Aware Representation of Items,2015,97,"dogri, image-text discourse relations, items"
Towards a standard evaluation method for grammatical error detection and correction,2015,33,"unified evaluation method, spelling error detection, tag"
Using Zero-Resource Spoken Term Discovery for Ranked Retrieval,2015,6,"zero-shot reading comprehension, rankme"
Constraint-Based Models of Lexical Borrowing,2015,20,"constraint-based model, lexical"
Model Invertibility Regularization: Sequence Alignment With or Without Parallel Data,2015,5,"label regularization, sequence modeling, parallel data"
Jointly Modeling Inter-Slot Relations by Random Walk on Knowledge Graphs for Unsupervised Spoken Language Understanding,2015,20,"non-local relations, random walk, action graphs, unsupervised translation task"
Expanding Paraphrase Lexicons by Exploiting Lexical Variants,2015,4,"live lexicons, lexical variants"
Diamonds in the Rough: Event Extraction from Imperfect Microblog Data,2015,10,"maps, event threads, microblog data"
Unsupervised Dependency Parsing: Let{'}s Use Supervised Parsers,2015,20,"unlabeled dependency parsing, turbo parsers"
A Linear-Time Transition System for Crossing Interval Trees,2015,17,"multi-phase model, traverse trees"
Unsupervised Multi-Domain Adaptation with Feature Embeddings,2015,46,"unsupervised domain adaptation, node embeddings"
Ontologically Grounded Multi-sense Representation Learning for Semantic Vector Space Models,2015,93,"ontologically grounded multi-sense representation, copying, semantic vector space model"
Subsentential Sentiment on a Shoestring: A Crosslingual Analysis of Compositional Classification,2015,9,"subsentential sentiment, multilinguisation, compositional types"
Cost Optimization in Crowdsourcing Translation: Low cost translations made even cheaper,2015,7,"parametering, crowdsourced translation, low-cost"
Multitask Learning for Adaptive Quality Estimation of Automatically Transcribed Utterances,2015,21,"multitask learning, quality estimation, user utterances"
Incorporating Word Correlation Knowledge into Topic Modeling,2015,75,"word usage graphs, topic modeling"
The Unreasonable Effectiveness of Word Representations for {T}witter Named Entity Recognition,2015,50,"word types, twitter, recognizing entity"
Is Your Anchor Going Up or Down? Fast and Accurate Supervised Topic Models,2015,25,"anchor, supervised topic model"
Grounded Semantic Parsing for Complex Knowledge Extraction,2015,22,"semantic overfitting, complex knowledge extraction"
Sentiment after Translation: A Case-Study on {A}rabic Social Media Posts,2015,114,"i, bilingual, case study, arabic social media posts"
Using External Resources and Joint Learning for Bigram Weighting in {ILP}-Based Multi-Document Summarization,2015,27,"external resources, dual learning, bigram weighting, entity-supported summarization"
