Title,Year,citations,Scientific Entity Disambigious,FICE Score
{FALCON}: Federated Active Linguistic data {C}urati{ON},2015.0,0,"mo, low resource language dataset creation",0.7265094350881772
Tapad{\'o}ir,2015.0,0,no scientific entities found.,0.017721066247432415
{O}kapi+{Q}u{E}st: Translation Quality Estimation within Okapi,2015.0,1,"okapi, zoom, translation quality estimation",0.5267110276214744
{CRACKER}: Cracking the Language Barrier,2015.0,3,"language, cracker",0.5071043906823534
{LTC} {K}now{H}ow: Empowering the Social Enterprise in the Language Industry,2015.0,0,"social enterprise, travel industry, ltc knowhow",0.5280365665691703
Multi-Dialect Machine Translation ({M}u{DM}at),2015.0,1,phrase-based mt (machine translation),0.4904828253008532
{A}bu-{M}a{T}ran: Automatic building of Machine Translation,2015.0,1,"abu-matran, manual effort, machine translation",0.40443180726934
{MNH}-{TT}: A Platform to Support Collaborative Translator Training,2015.0,1,"mnh-tt, translation skills, platform",0.17104199896475292
Smart Computer Aided Translation Environment - {SCATE},2015.0,0,"machine-aided translation tool, scate",0.69889789497255
,2015.0,0,,0.0
Extended Tree Transducers in Natural Language Processing,2015.0,0,"tree transducers, natural language processing",0.0
Preserving Trees in Minimal Automata,2015.0,0,"trees, finite automata",0.24689082636984305
,2015.0,6,,0.0
Count-based State Merging for Probabilistic Regular Tree Grammars,2015.0,0,"tree-based state tying, probabilistic grammars",0.06864626324349843
A Direct Link between Tree-Adjoining and Context-Free Tree Grammars,2015.0,6,"tree-adjoining, context-free grammars",7.500506728996825e-05
Automated Lossless Hyper-Minimization for Morphological Analyzers,2015.0,0,"automated lossless hyper-minimization, morphological analyzer",0.45256244636914367
Grammar Design with Multi-tape Automata and Composition,2015.0,4,"grammar size, multi-tape automata, sparse",0.8217775778030122
Temporal Forces and Type Coercion in Strings,2015.0,0,"temporal forces, type coercion, strings",0.49121097546674275
Accounting for Allomorphy in Finite-state Transducers,2015.0,0,"allomorphy, finite-state transducer",0.0014184369219352178
A Probabilistic Model of {A}ncient {E}gyptian Writing,2015.0,5,"probabilistic model, ancient latin",0.7736270051741139
A Hybrid Approach to Grapheme-Phoneme Conversion,2015.0,1,"hybrid approach, grapheme-phoneme alignment",1.7870154791488346e-06
Three Equivalent Codes for Autosegmental Representations,2015.0,4,"tag, autosegmental graphs",0.5996396677650142
Proceedings of the 14th International Conference on Parsing Technologies,2015.0,0,17th international conference on parsing technologies,4.440892098500626e-16
Domain Adaptation for Dependency Parsing via Self-Training,2015.0,17,"domain adaptive, dependency parsing, self-training",0.5227830545156155
Combining Active Learning and Partial Annotation for Domain Adaptation of a {J}apanese Dependency Parser,2015.0,6,"active learning, partial annotation, domain adaptive, french dependency parsers",0.08024025007512477
Incorporating Complementary Annotation to a {CCG}bank for Improving Derivations for {J}apanese,2015.0,0,"dense annotation, ccgbank, derivations, japan",0.15685972548398408
Dependency Parsing with Graph Rewriting,2015.0,9,"dependency parsing, graph rewriting",0.5003414750718485
Semantic Parsing for Textual Entailment,2015.0,10,"semantic parsing, neural entailment",0.6055709831993401
A Framework for Procedural Text Understanding,2015.0,27,"aims, procedural text corpus",0.4709825138607969
Suitability of {P}ar{T}es Test Suite for Parsing Evaluation,2015.0,2,"suite de tests, parser actions",0.08545087094361004
Coordination-Aware Dependency Parsing (Preliminary Report),2015.0,6,lstm-based dependency parsing,0.5844201356193709
{MSTP}arser Model Interpolation for Multi-Source Delexicalized Transfer,2015.0,7,"mstparser model, interpolation, time-code transfer",0.0
Non-Deterministic Oracles for Unrestricted Non-Projective Transition-Based Dependency Parsing,2015.0,24,"non-deterministic oracles, non-projective dependency parsing",0.08039694341743164
Enhancing the Inside-Outside Recursive Neural Network Reranker for Dependency Parsing,2015.0,2,"inside-outside recursive neural network model, dependency parsing",0.5003414750718485
Maximising Spanning Subtree Scores for Parsing Tree Approximations of Semantic Dependency Digraphs,2015.0,1,"spanning subtree scores, tree approximations, phrase dependency parsing",0.5077123444321234
{CKY} Parsing with Independence Constraints,2015.0,0,"parsing, complexity assumptions",0.22282212561143344
Dependency Parsing with Compression Rules,2015.0,19,"dependency parsing, safetykit",0.13499130526183967
Stacking or Supertagging for Dependency Parsing {--} What{'}s the Difference?,2015.0,6,"stacking, supertagging, dependency parsing",0.3168035391355156
Proceedings of the Third International Conference on Dependency Linguistics (Depling 2015),2015.0,0,"28th international conference, empirical linguistics, depling 2017",0.23545482348991198
Invited Talk: The Case for {U}niversal {D}ependencies,2015.0,0,"invited talk, dependencies",0.17515113702347895
Invited Talk: Lexicon Embedded Syntax,2015.0,0,"lexica, simple syntax",0.2556368408635914
Converting an {E}nglish-{S}wedish Parallel Treebank to {U}niversal {D}ependencies,2015.0,12,"english-chinese parallel treebank, dependencies",0.014928803587591188
Targeted Paraphrasing on Deep Syntactic Layer for {MT} Evaluation,2015.0,0,"free paraphrasing, deep syntactic mt, mt evaluation",0.353729059204265
Universal and Language-specific Dependency Relations for Analysing {R}omanian,2015.0,2,"static relations, language-specific dependency relations, romanian",0.2638372493638118
Emotion and Inner State Adverbials in {R}ussian,2015.0,0,"sad, adverbials, russian",0.3192542602871921
Towards a multi-layered dependency annotation of {F}innish,2015.0,1,"dependency-based annotation, finnish",0.5322914152571367
A {B}ayesian Model for Generative Transition-based Dependency Parsing,2015.0,8,"bayesian model, dependency-based automatic enumeration",0.2717114008612066
On the relation between verb full valency and synonymy,2015.0,2,"verb valence, synonymy",0.4206742963721669
Classifying Syntactic Categories in the {C}hinese Dependency Network,2015.0,1,"syntactic space, chinese dependency network",0.48760971850970136
Using Parallel Texts and Lexicons for Verbal Word Sense Disambiguation,2015.0,10,"parallel text, lexicons, word sense ambiguation",0.2094994468793969
Quantifying Word Order Freedom in Dependency Corpora,2015.0,37,"word order rules, dependency corpora",0.34804810841002454
Non-constituent coordination and other coordinative constructions as Dependency Graphs,2015.0,13,"non-constituent coordination, coordinative constructions, dependency graphs",0.3610899748935523
The Dependency Status of Function Words: Auxiliaries,2015.0,6,"dependency chain, functionwords, auxiliaries",0.47144742209786217
Diachronic Trends in Word Order Freedom and Dependency Length in Dependency-Annotated Corpora of {L}atin and {A}ncient {G}reek,2015.0,20,"diachronic change, word order rules, dependency chain, dependency annotated corpora, latin, ancient latin",0.5329822130905544
Reconstructions of Deletions in a Dependency-based Description of {C}zech: Selected Issues,2015.0,5,"signages, deletion, dependency-based, czech, selected issues",0.37690833305482674
Non-projectivity and processing constraints: Insights from {H}indi,2015.0,4,"non-projectivity, voting constraints, urdu",0.2895682346241542
From mutual dependency to multiple dimensions: remarks on the {DG} analysis of {``}functional heads{''} in {H}ungarian,2015.0,1,"dependency chain, multiplicity, dg analysis, function head, hungary",0.08571771310872363
Mean Hierarchical Distance Augmenting Mean Dependency Distance,2015.0,8,mean dependency distance,0.0
Towards Cross-language Application of Dependency Grammar,2015.0,0,"cross-language application, dependency grammar",1.6986844153521474e-09
Dependency-based analyses for function words {--} Introducing the polygraphic approach,2015.0,6,"feature-based theories, functionwords, geometric view",0.009696264786879256
At the Lexicon-Grammar Interface: The Case of Complex Predicates in the Functional Generative Description,2015.0,7,"lexicon-tree search, predicates, generative description",0.12939078649400482
Enhancing {F}ree{L}ing Rule-Based Dependency Grammars with Subcategorization Frames,2015.0,0,"rule-based grammars, subcategorization frames",0.03429773318834395
Towards Universal Web Parsebanks,2015.0,9,universal web parsebanks,0.0
Evaluation of Two-level Dependency Representations of Argument Structure in Long-Distance Dependencies,2015.0,3,"2-planar dependency structures, proof content, long-distance dependency",0.010050299901367188
The Subjectival Surface-Syntactic Relation in {S}erbian,2015.0,0,"surface-syntactic ud treebank, serbian",0.03577826513822402
A Historical Overview of the Status of Function Words in Dependency Grammar,2015.0,7,"historical overview, rank, functionwords, dependency grammar",0.15875112320272614
"Diagnostics for Constituents: Dependency, Constituency, and the Status of Function Words",2015.0,6,"diagnostics, nut, limit, constituency, choice of content words",0.23487933949951853
A {DG} Account of the Descriptive and Resultative de-Constructions in {C}hinese,2015.0,1,"dg account, descriptive de-constructions, resultative de-constructions, pinyin",0.36277108113899204
A Survey of Ellipsis in {C}hinese,2015.0,3,"ellipsis, pinyin",0.1668163031821548
Multi-source Cross-lingual Delexicalized Parser Transfer: {P}rague or {S}tanford?,2015.0,11,"multi-source, bi-lingual, delexicalized parsing, prague, nyu",0.1251560985293597
Secondary Connectives in the {P}rague Dependency Treebank,2015.0,15,"french connectives, prague dependency treebank",0.3115784074356006
{P}ars{P}er: A Dependency Parser for {P}ersian,2015.0,3,"enpar, dependency parser, persian",0.6137725912098566
Does {U}niversal {D}ependencies need a parsing representation? An investigation of {E}nglish,2015.0,12,"dependencies, parsing tree, 1, latin",0.3560558046854289
Catena Operations for Unified Dependency Analysis,2015.0,5,"alpage, dependency analysis",0.0
Zero Alignment of Verb Arguments in a Parallel Treebank,2015.0,3,"zero labels, verb phrases, parallel treebank",0.041894964513805984
Cross-Lingual Dependency Parsing with {U}niversal {D}ependencies and Predicted {P}o{S} Labels,2015.0,42,"cross-lingual parser, dependencies, predicted pos labels",0.8695762148458149
Exploring Confidence-based Self-training for Multilingual Dependency Parsing in an Under-Resourced Language Scenario,2015.0,3,"generative self-training, multilingual dependency parsing, under-resourced language",0.19176524839009057
Proceedings of the 20th Nordic Conference of Computational Linguistics ({NODALIDA} 2015),2015.0,0,"9th nordic conference of computational linguistics, nodalida 2015",3.1958080626282026e-10
Invited Talk: How Much Information Does a Human Translator Add to the Original?,2015.0,2,"human text, multimedia, zoom",0.2916479976243165
Invited Talk: Modeling Socio-Emotional Humanoid Agent,2015.0,0,"test, emotionality, robot",0.4615781442240052
