Title,Year,Important Words,Citations
Dependency Parsing with Compression Rules,2015,"dependency parsing, compression rules",19
Stacking or Supertagging for Dependency Parsing {--} What{'}s the Difference?,2015,"stacking, supertagging, dependency parsing",6
Proceedings of the Third International Conference on Dependency Linguistics (Depling 2015),2015,"third international conference on dependency linguistics, depling 2015",0
Invited Talk: The Case for {U}niversal {D}ependencies,2015,"invited talk, universal dependencies",0
Invited Talk: Lexicon Embedded Syntax,2015,"lexicon, embedded syntax",0
Converting an {E}nglish-{S}wedish Parallel Treebank to {U}niversal {D}ependencies,2015,"english-swedish parallel treebank, universal dependencies",12
Targeted Paraphrasing on Deep Syntactic Layer for {MT} Evaluation,2015,"targeted paraphrasing, deep syntactic layer, mt evaluation",0
Universal and Language-specific Dependency Relations for Analysing {R}omanian,2015,"universal dependency relations, language-specific dependency relations, romanian",2
Emotion and Inner State Adverbials in {R}ussian,2015,"emotion, inner state adverbials, russian",0
Towards a multi-layered dependency annotation of {F}innish,2015,"multi-layered dependency annotation, finnish",1
A {B}ayesian Model for Generative Transition-based Dependency Parsing,2015,"bayesian model, generative transition-based dependency parsing",8
On the relation between verb full valency and synonymy,2015,"verb full valency, synonymy",2
Classifying Syntactic Categories in the {C}hinese Dependency Network,2015,"syntactic categories, chinese dependency network",1
Using Parallel Texts and Lexicons for Verbal Word Sense Disambiguation,2015,"parallel texts, lexicons, verbal word sense disambiguation",10
Quantifying Word Order Freedom in Dependency Corpora,2015,"word order freedom, dependency corpora",37
Non-constituent coordination and other coordinative constructions as Dependency Graphs,2015,"non-constituent coordination, coordinative constructions, dependency graphs",13
The Dependency Status of Function Words: Auxiliaries,2015,"dependency status, function words, auxiliaries",6
Diachronic Trends in Word Order Freedom and Dependency Length in Dependency-Annotated Corpora of {L}atin and {A}ncient {G}reek,2015,"diachronic trends, word order freedom, dependency length, dependency-annotated corpora, latin, ancient greek",20
Reconstructions of Deletions in a Dependency-based Description of {C}zech: Selected Issues,2015,"reconstructions, deletions, dependency-based description, czech, selected issues",5
Non-projectivity and processing constraints: Insights from {H}indi,2015,"non-projectivity, processing constraints, hindi",4
From mutual dependency to multiple dimensions: remarks on the {DG} analysis of {``}functional heads{''} in {H}ungarian,2015,"mutual dependency, multiple dimensions, dg analysis, functional heads, hungarian",1
Mean Hierarchical Distance Augmenting Mean Dependency Distance,2015,"mean hierarchical distance, mean dependency distance",8
Towards Cross-language Application of Dependency Grammar,2015,"cross-language application, dependency grammar",0
Dependency-based analyses for function words {--} Introducing the polygraphic approach,2015,"dependency-based analyses, function words, polygraphic approach",6
At the Lexicon-Grammar Interface: The Case of Complex Predicates in the Functional Generative Description,2015,"lexicon-grammar interface, complex predicates, functional generative description",7
Enhancing {F}ree{L}ing Rule-Based Dependency Grammars with Subcategorization Frames,2015,"freeling rule-based dependency grammars, subcategorization frames",0
Towards Universal Web Parsebanks,2015,universal web parsebanks,9
Evaluation of Two-level Dependency Representations of Argument Structure in Long-Distance Dependencies,2015,"two-level dependency representations, argument structure, long-distance dependencies",3
The Subjectival Surface-Syntactic Relation in {S}erbian,2015,"subjectival surface-syntactic relation, serbian",0
A Historical Overview of the Status of Function Words in Dependency Grammar,2015,"historical overview, status, function words, dependency grammar",7
"Diagnostics for Constituents: Dependency, Constituency, and the Status of Function Words",2015,"diagnostics, constituents, dependency, constituency, status of function words",6
A {DG} Account of the Descriptive and Resultative de-Constructions in {C}hinese,2015,"dg account, descriptive de-constructions, resultative de-constructions, chinese",1
A Survey of Ellipsis in {C}hinese,2015,"ellipsis, chinese",3
Multi-source Cross-lingual Delexicalized Parser Transfer: {P}rague or {S}tanford?,2015,"multi-source, cross-lingual, delexicalized parser transfer, prague, stanford",11
Secondary Connectives in the {P}rague Dependency Treebank,2015,"secondary connectives, prague dependency treebank",15
{P}ars{P}er: A Dependency Parser for {P}ersian,2015,"parsper, dependency parser, persian",3
Does {U}niversal {D}ependencies need a parsing representation? An investigation of {E}nglish,2015,"universal dependencies, parsing representation, investigation, english",12
Catena Operations for Unified Dependency Analysis,2015,"catena operations, unified dependency analysis",5
Zero Alignment of Verb Arguments in a Parallel Treebank,2015,"zero alignment, verb arguments, parallel treebank",3
Cross-Lingual Dependency Parsing with {U}niversal {D}ependencies and Predicted {P}o{S} Labels,2015,"cross-lingual dependency parsing, universal dependencies, predicted pos labels",42
Exploring Confidence-based Self-training for Multilingual Dependency Parsing in an Under-Resourced Language Scenario,2015,"confidence-based self-training, multilingual dependency parsing, under-resourced language scenario",3
Proceedings of the 20th Nordic Conference of Computational Linguistics ({NODALIDA} 2015),2015,"20th nordic conference, computational linguistics, nodalida 2015",0
Invited Talk: How Much Information Does a Human Translator Add to the Original?,2015,"human translator, information, original",2
Invited Talk: Modeling Socio-Emotional Humanoid Agent,2015,"modeling, socio-emotional, humanoid agent",0
Invited Talk: Embedding Probabilistic Logic for Machine Reading,2015,"invited talk, embedding probabilistic logic, machine reading",0
Defining the Eukalyptus forest {--} the Koala treebank of {S}wedish,2015,"eukalyptus forest, koala treebank, swedish",6
A case study on supervised classification of {S}wedish pseudo-coordination,2015,"case study, supervised classification, swedish pseudo-coordination",1
Supersense tagging for {D}anish,2015,"supersense tagging, danish",29
{CG}-3 {---} Beyond Classical Constraint Grammar,2015,"cg-3, classical constraint grammar",45
Automatic Lemmatisation of {L}ithuanian {MWE}s,2015,"lemmatisation, lithuanian mwes",2
Linguistically Motivated Question Classification,2015,"linguistically motivated question, classification",5
Resolving Spatial References using Crowdsourced Geographical Data,2015,"spatial references, crowdsourced geographical data",3
Combining Relational and Distributional Knowledge for Word Sense Disambiguation,2015,"relational knowledge, distributional knowledge, word sense disambiguation",9
Talebob - an Interactive Speech Trainer for {D}anish,2015,"talebob, interactive speech trainer, danish",2
The Effect of Author Set Size in Authorship Attribution for {L}ithuanian,2015,"author set size, authorship attribution, lithuanian",8
Looking hard: Eye tracking for detecting grammaticality of automatically compressed sentences,2015,"eye tracking, grammaticality, automatically compressed sentences",11
Towards the Classification of the {F}innish {I}nternet Parsebank: Detecting Translations and Informality,2015,"classification, finnish internet parsebank, translations, informality",1
Improving cross-domain dependency parsing with dependency-derived clusters,2015,"cross-domain dependency parsing, dependency-derived clusters",0
An Optimal Quadratic Approach to Monolingual Paraphrase Alignment,2015,"optimal quadratic approach, monolingual paraphrase alignment",3
Sentence Compression For Automatic Subtitling,2015,"sentence compression, automatic subtitling",3
Topic Models: Accounting Component Structure of Bigrams,2015,"topic models, accounting component structure, bigrams",3
Improving Verb Phrase Extraction from Historical Text by use of Verb Valency Frames,2015,"verb phrase extraction, historical text, verb valency frames",3
{U}niversal {D}ependencies for {F}innish,2015,"universal dependencies, finnish",40
Automatic word stress annotation of {R}ussian unrestricted text,2015,"word stress annotation, russian unrestricted text",5
Self Organizing Maps for the Visual Analysis of Pitch Contours,2015,"self organizing maps, visual analysis, pitch contours",10
Improving the Cross-Lingual Projection of Syntactic Dependencies,2015,"cross-lingual projection, syntactic dependencies",22
Assessing the Performance of Automatic Speech Recognition Systems When Used by Native and Non-Native Speakers of Three Major Languages in Dictation Workflows,2015,"automatic speech recognition systems, native speakers, non-native speakers, three major languages, dictation workflows",10
