Title,Year,Important Words,Citations
Towards a multi-layered dependency annotation of {F}innish,2015,"multi-layered dependency annotation, finnish",1
A {B}ayesian Model for Generative Transition-based Dependency Parsing,2015,"bayesian, generative transition-based dependency parsing",8
On the relation between verb full valency and synonymy,2015,"verb full valency, synonymy",2
Classifying Syntactic Categories in the {C}hinese Dependency Network,2015,"french text, chinese dependency network",1
Using Parallel Texts and Lexicons for Verbal Word Sense Disambiguation,2015,"parallel text, lexicons, xiaoice",10
Quantifying Word Order Freedom in Dependency Corpora,2015,"word order freedom, dependency corpus",37
Non-constituent coordination and other coordinative constructions as Dependency Graphs,2015,"constituent coordination, coordinative constructions, dependency graph",13
The Dependency Status of Function Words: Auxiliaries,2015,"dependency status, functionwords, auxiliaries",6
Diachronic Trends in Word Order Freedom and Dependency Length in Dependency-Annotated Corpora of {L}atin and {A}ncient {G}reek,2015,"social change, word order freedom, dependency length, dependency annotated corpora, latin, greek",20
Reconstructions of Deletions in a Dependency-based Description of {C}zech: Selected Issues,2015,"reconstructions, deletion, dependency-based, czech, select data",5
Non-projectivity and processing constraints: Insights from {H}indi,2015,"nonprojectivity, processing constraints, hindi",4
From mutual dependency to multiple dimensions: remarks on the {DG} analysis of {``}functional heads{''} in {H}ungarian,2015,"mutual dependency, several dimensions, dg analysis, functional heads, hungary",1
Mean Hierarchical Distance Augmenting Mean Dependency Distance,2015,"mean hierarchical distance, french wiktionary",8
Towards Cross-language Application of Dependency Grammar,2015,"cross-language application, dependency grammar",0
Dependency-based analyses for function words {--} Introducing the polygraphic approach,2015,"dependency analysis, functionwords, polygraphic approach",6
At the Lexicon-Grammar Interface: The Case of Complex Predicates in the Functional Generative Description,2015,"ftag, complex predicates, generative description",7
Enhancing {F}ree{L}ing Rule-Based Dependency Grammars with Subcategorization Frames,2015,"freeling rule-based dependency grammars, subcat frames",0
Towards Universal Web Parsebanks,2015,universal web parsebanks,9
Evaluation of Two-level Dependency Representations of Argument Structure in Long-Distance Dependencies,2015,"research data, argument structure, long range dependencies",3
The Subjectival Surface-Syntactic Relation in {S}erbian,2015,"subjectival surface-syntactic relation, serbe",0
A Historical Overview of the Status of Function Words in Dependency Grammar,2015,"an overview, status, functionwords, dependency grammar",7
"Diagnostics for Constituents: Dependency, Constituency, and the Status of Function Words",2015,"diagnostics, constituents, dependency, constituent, status of function words",6
A {DG} Account of the Descriptive and Resultative de-Constructions in {C}hinese,2015,"dg account, resultative constructions, resultative constructions, chinese",1
A Survey of Ellipsis in {C}hinese,2015,"ellipsis, chinese",3
Multi-source Cross-lingual Delexicalized Parser Transfer: {P}rague or {S}tanford?,2015,"mixed-source, crosslingual, delexicalized transfer, prague, stanford",11
Secondary Connectives in the {P}rague Dependency Treebank,2015,"connectives, prague dependency treebank",15
{P}ars{P}er: A Dependency Parser for {P}ersian,2015,"parsper, argument parser, persian",3
Does {U}niversal {D}ependencies need a parsing representation? An investigation of {E}nglish,2015,"global dependencies, parsing representation, investigation, english",12
Catena Operations for Unified Dependency Analysis,2015,"catena, unified dependency parsing",5
Zero Alignment of Verb Arguments in a Parallel Treebank,2015,"zero alignment, verb argument, parallel treebank",3
Cross-Lingual Dependency Parsing with {U}niversal {D}ependencies and Predicted {P}o{S} Labels,2015,"cross-lingual dependency parsing, global dependencies, predicted pos labels",42
Exploring Confidence-based Self-training for Multilingual Dependency Parsing in an Under-Resourced Language Scenario,2015,"confidence-based self-training, multilingual dependency parsing, under-resourced language",3
Proceedings of the 20th Nordic Conference of Computational Linguistics ({NODALIDA} 2015),2015,"20th nordic conference, organisation, nodalida 2015",0
Invited Talk: How Much Information Does a Human Translator Add to the Original?,2015,"human translator, information, original",2
Invited Talk: Modeling Socio-Emotional Humanoid Agent,2015,"modeled, socio-emotional, humanoid agent",0
Invited Talk: Embedding Probabilistic Logic for Machine Reading,2015,"invited talk, embedding probabilistic logic, the news",0
Defining the Eukalyptus forest {--} the Koala treebank of {S}wedish,2015,"eukalyptus forest, koala treebank, sweden",6
A case study on supervised classification of {S}wedish pseudo-coordination,2015,"casestudy, supervised classification, swedish pseudo-coordination",1
Supersense tagging for {D}anish,2015,"supersense tags, dansk",29
{CG}-3 {---} Beyond Classical Constraint Grammar,2015,"cg-3, ported constraint grammars",45
Automatic Lemmatisation of {L}ithuanian {MWE}s,2015,"lemmatisering, lithuanian mwes",2
Linguistically Motivated Question Classification,2015,"linguistic motivation, classification",5
Resolving Spatial References using Crowdsourced Geographical Data,2015,"spatial reference, crowd data",3
Combining Relational and Distributional Knowledge for Word Sense Disambiguation,2015,"relational knowledge, distributional knowledge, word sense disambiguation",9
Talebob - an Interactive Speech Trainer for {D}anish,2015,"talebob, interactive speech, dansk",2
The Effect of Author Set Size in Authorship Attribution for {L}ithuanian,2015,"author set size, authorship, lithuanian",8
Looking hard: Eye tracking for detecting grammaticality of automatically compressed sentences,2015,"eye tracker, grammaticality, recent progress",11
Towards the Classification of the {F}innish {I}nternet Parsebank: Detecting Translations and Informality,2015,"classification, finnish internet parsebank, translations, formality",1
Improving cross-domain dependency parsing with dependency-derived clusters,2015,"cross-domain dependency parsing, dependency-derived clusters",0
An Optimal Quadratic Approach to Monolingual Paraphrase Alignment,2015,"optimal quadratic approach, paraphrase alignment",3
Sentence Compression For Automatic Subtitling,2015,"sentence compression, automatic subtitling",3
Topic Models: Accounting Component Structure of Bigrams,2015,"topic model, accounting component structure, bigrams",3
Improving Verb Phrase Extraction from Historical Text by use of Verb Valency Frames,2015,"translation resources, historical text, verb valency frames",3
{U}niversal {D}ependencies for {F}innish,2015,"global dependencies, finnish",40
Automatic word stress annotation of {R}ussian unrestricted text,2015,"word stress annotation, russian unrestricted text",5
Self Organizing Maps for the Visual Analysis of Pitch Contours,2015,"self organizing maps, visual analysis, pitch contours",10
Improving the Cross-Lingual Projection of Syntactic Dependencies,2015,"cross-lingual projection, syntactic dependency",22
Assessing the Performance of Automatic Speech Recognition Systems When Used by Native and Non-Native Speakers of Three Major Languages in Dictation Workflows,2015,"sentiment retrieval, non-speakers, wmt18, three languages, dictation workflows",10
Inferring the location of authors from words in their texts,2015,"location, author, words, texts",8
Automatic conversion of colloquial Finnishto standard {F}innish,2015,"automatic converter, finnish dialect, general finnish",1
Automatic Thematic Classification of the Titles of the Seimas Votes,2015,"seimas votes, automatic semantic labeling",3
Sentiment analysis on conversational texts,2015,"sentiment analysis, conversational text",12
Adapting word2vec to Named Entity Recognition,2015,"word2vec, named entity learning",0
Active learning for sense annotation,2015,"active learner, sense annotation",4
Uncovering Noun-Noun Compound Relations by Gamification,2015,"noun-noun compound relations, gamification",13
A multivariate model for classifying texts{'} readability,2015,"multivariate model, classifying texts' readability",3
Enriching the {S}wedish {S}ign {L}anguage Corpus with Part of Speech Tags Using Joint {B}ayesian Word Alignment and Annotation Transfer,2015,"swedish sign language, part of speech tags, bayesian word alignment, annotation model",9
Using Positional Suffix Trees to Perform Agile Tree Kernel Calculation,2015,"positional suffix trees, agile tree kernel calculation",0
Helping {S}wedish words come to their senses: word-sense disambiguation based on sense associations from the {SALDO} lexicon,2015,"swedish words, xiaoice, sense associations, saldo lexicon",1
Using sub-word n-gram models for dealing with {OOV} in large vocabulary speech recognition for {L}atvian,2015,"n-gram models, oov (out-of-vocabulary), vocabulary speech recognition, latvian",3
Analysing Inconsistencies and Errors in {P}o{S} Tagging in two {I}celandic Gold Standards,2015,"inconsistency, error, pos tagging, two icelandic gold standards",3
From digital library to n-grams: {NB} N-gram,2015,"digital library, tlinks, nb n-gram",5
The Corpus of {A}merican {N}orwegian Speech ({CANS}),2015,"norwegian review corpus, cans",27
Open-Domain Semantic Parsing with Boxer,2015,"online semantic parsing, boxer",42
Extracting Semantic Frames using hfst-pmatch,2015,"sense-frame, hfst-pmatch",10
