Title,Year,Important Words,Citations,Log_Citations,Quartile,Novelty Score
Joint Generation of Transliterations from Multiple Representations,2015,"joint control, transliteration, multiple representations",7.0,2.079441541679836,Q2,0.0544545842568631
Prosodic boundary information helps unsupervised word segmentation,2015,"prosodic boundary location, unsupervised word segmentation",6.0,1.9459101490553128,Q2,0.40503711103962386
So similar and yet incompatible: Toward the automated identification of semantically compatible words,2015,"semantically compatible words, automatic identification",15.0,2.772588722239781,Q3,0.5829075804123939
Do Supervised Distributional Methods Really Learn Lexical Inference Relations?,2015,"supervised distributional methods, lexical inference",185.0,5.225746673713202,Q4,0.47228634452213347
A Word Embedding Approach to Predicting the Compositionality of Multiword Expressions,2015,"word embedding, predicting, compositionality, multiword expressions",76.0,4.343805421853684,Q4,0.8882696265575561
Word Embedding-based Antonym Detection using Thesauri and Distributional Information,2015,"word embedding, antonyms, thesauri, distributional data",88.0,4.48863636973214,Q4,0.9747432979643602
A Comparison of Word Similarity Performance Using Explanatory and Non-explanatory Texts,2015,"word similarity, explanatory text, explanatory text",11.0,2.4849066497880004,Q3,0.5770004183742452
Morphological Modeling for Machine Translation of {E}nglish-Iraqi {A}rabic Spoken Dialogs,2015,"latent annotation, machine translate, arabic dialogue",5.0,1.791759469228055,Q2,0.3955572658164182
Continuous Adaptation to User Feedback for Statistical Machine Translation,2015,"continual adaptation, user feedback, lightweight models",2.0,1.0986122886681098,Q1,0.5348808999271538
Normalized Word Embedding and Orthogonal Transform for Bilingual Word Translation,2015,"normalized word embedding, stylistic deception, bilingual word",283.0,5.648974238161206,Q4,0.7717659369643866
Fast and Accurate Preordering for {SMT} using Neural Networks,2015,"preordering, smt (statistical machine translation), neural nets",30.0,3.4339872044851463,Q4,0.16455340272517557
{APRO}: All-Pairs Ranking Optimization for {MT} Tuning,2015,"apro, all-pairs ranking optimization, mt tuning",7.0,2.079441541679836,Q2,0.5093310826126305
Paradigm classification in supervised learning of morphology,2015,"paradigm classification, deft2014, morpholog",62.0,4.143134726391533,Q4,0.9969013361631718
Shift-Reduce Constituency Parsing with Dynamic Programming and {POS} Tag Lattice,2015,"shift-reduce constituent parsing, dynamic programming, pos tag lattice",19.0,2.995732273553991,Q3,0.49245073519989485
Unsupervised Code-Switching for Multilingual Historical Document Transcription,2015,"unsupervised code-switching, historical document transcription",14.0,2.70805020110221,Q3,0.455920556650774
Matching Citation Text and Cited Spans in Biomedical Literature: a Search-Oriented Approach,2015,"citation text, cited spans, biomedical documents, search-oriented approach",13.0,2.6390573296152584,Q3,0.5
Effective Feature Integration for Automated Short Answer Scoring,2015,"polarity shifting, loonybin",34.0,3.555348061489413,Q4,0.0
Socially-Informed Timeline Generation for Complex Events,2015,"socially-informed timeline, complex events",19.0,2.995732273553991,Q3,0.5
Movie Script Summarization as Graph-based Scene Extraction,2015,"screenplays, summarization, graph-based scene extraction",40.0,3.713572066704308,Q4,0.9999998940885573
Toward Abstractive Summarization Using Semantic Representations,2015,"abstractive summaries, pedagogical spell",181.0,5.204006687076795,Q4,
Encoding World Knowledge in the Evaluation of Local Coherence,2015,"global training, evaluate, local coherence",12.0,2.5649493574615367,Q3,0.48051379192560856
{C}hinese Event Coreference Resolution: An Unsupervised Probabilistic Model Rivaling Supervised Resolvers,2015,"chinese coreference resolution, unsupervised probability model, supervised resolvers",9.0,2.302585092994046,Q3,0.5
Removing the Training Wheels: A Coreference Dataset that Entertains Humans and Challenges Computers,2015,"training wheels, coreference dataset, humans, computers",15.0,2.772588722239781,Q3,0.5826973394031021
Injecting Logical Background Knowledge into Embeddings for Relation Extraction,2015,"logical background knowledge, multi-view, relation extraction",183.0,5.214935757608986,Q4,0.9776122841396951
Unsupervised Entity Linking with {A}bstract {M}eaning {R}epresentation,2015,"unsupervised entity linking, abstract words",78.0,4.3694478524670215,Q4,0.5
{I}dest: Learning a Distributed Representation for Event Patterns,2015,"idest, distributed representation, event patterns",5.0,1.791759469228055,Q2,0.8200083418933147
High-Order Low-Rank Tensors for Semantic Role Labeling,2015,"high-order, hosting, semantic case role",36.0,3.610917912644224,Q4,0.4706281448260148
Lexical Event Ordering with an Edge-Factored Model,2015,"lexical event, order, edge-factored model",12.0,2.5649493574615367,Q3,0.06244291818537705
Bag-of-Words Forced Decoding for Cross-Lingual Information Retrieval,2015,"bag-of-words, late decoding, bitcoin",13.0,2.6390573296152584,Q3,0.4548975079570101
Accurate Evaluation of Segment-level Machine Translation Metrics,2015,machine translation metrics,70.0,4.262679877041316,Q4,0.40626084774171106
Leveraging Small Multilingual Corpora for {SMT} Using Many Pivot Languages,2015,"corpus-based observation, smt (statistical machine translation), pivot language",19.0,2.995732273553991,Q3,0.0755176587290547
Why Read if You Can Scan? Trigger Scoping Strategy for Biographical Fact Extraction,2015,"read, scan, trigger scoping strategy, biographical fact extraction",4.0,1.6094379124341005,Q2,0.9829864002489429
Lachmannian Archetype Reconstruction for Ancient Manuscript Corpora,2015,"lachmannian archetype, reconstruction, ancient manuscripts",4.0,1.6094379124341005,Q2,0.7531307699412655
Distributed Representations of Words to Guide Bootstrapped Entity Classifiers,2015,"representations of words, bootstrapped entity extraction",22.0,3.1354942159291497,Q4,0.5
Multi-Task Word Alignment Triangulation for Low-Resource Languages,2015,"multiple word alignment, triangulation, temporal tagger",5.0,1.791759469228055,Q2,0.49472166595422473
Automatic cognate identification with gap-weighted string subsequences.,2015,"automatic cognate detection, gap-weighted string subsequences",15.0,2.772588722239781,Q3,0.0
Short Text Understanding by Leveraging Knowledge into Topic Model,2015,"short text, knowledge, topic model",13.0,2.6390573296152584,Q3,0.8919151833273883
Unsupervised Most Frequent Sense Detection using Word Embeddings,2015,"unsupervised detection, most frequent sense, word embeddings",40.0,3.713572066704308,Q4,0.9904820978301416
Chain Based {RNN} for Relation Classification,2015,"chain based rnn, relation classification",51.0,3.951243718581428,Q4,0.9381083302650679
{LR} Parsing for {LCFRS},2015,"lr parser, lcfrs",6.0,1.9459101490553128,Q2,0.4273417435703909
Mining for unambiguous instances to adapt part-of-speech taggers to new domains,2015,"unambiguous examples, part-of-speech tagger, new domains, mining",5.0,1.791759469228055,Q2,0.686554030426199
Clustering Sentences with Density Peaks for Multi-document Summarization,2015,"clustering clauses, density peaks, multi-table summarization",31.0,3.4657359027997265,Q4,0.0
Development of the Multilingual Semantic Annotation System,2015,"multilingual semantic annotation, develop",20.0,3.044522437723423,Q4,0.45730082595049065
Unsupervised Sparse Vector Densification for Short Text Similarity,2015,"unsupervised sparse vector densification, short text matching",66.0,4.204692619390966,Q4,0.0
"{\#}{W}hy{IS}tayed, {\#}{W}hy{IL}eft: Microblogging to Make Sense of Domestic Abuse",2015,"\#whyistayed, \#whyileft, microblog, domestic abuse",16.0,2.833213344056216,Q3,0.2675433000996961
Morphological Word-Embeddings,2015,"morphologic, word-embeddings",80.0,4.394449154672439,Q4,0.9660393525932489
Recognizing Social Constructs from Textual Conversation,2015,"social constructs, text communication",1.0,0.6931471805599453,Q1,0.0
Two/Too Simple Adaptations of {W}ord2{V}ec for Syntax Problems,2015,"word2vec, syntax problems, adaptation",307.0,5.730099782973574,Q4,0.7835818569691578
Estimating Numerical Attributes by Bringing Together Fragmentary Clues,2015,"numeric attributes, fragmentary clues",11.0,2.4849066497880004,Q3,0.0
Unsupervised {POS} Induction with Word Embeddings,2015,"unsupervised induction, word embeddings",63.0,4.158883083359672,Q4,0.9865413248019428
Improving Update Summarization via Supervised {ILP} and Sentence Reranking,2015,"answer summarization, supervised ilp (inductive logic programming), sentence reranking",17.0,2.8903717578961645,Q3,0.5
{MPQA} 3.0: An Entity/Event-Level Sentiment Corpus,2015,"mpqa 0, event-level sentiment detection",112.0,4.727387818712341,Q4,0.0
Everyone Likes Shopping! Multi-class Product Categorization for e-Commerce,2015,"multi-label, e-commerce",36.0,3.610917912644224,Q4,0.8583829221800025
{GPU}-Friendly Local Regression for Voice Conversion,2015,"gpu-friendly local regression, voice conversion",0.0,0.0,Q1,0.4809976483467348
Response-based Learning for Machine Translation of Open-domain Database Queries,2015,"response-based learning, machine translate, bag-of-words",7.0,2.079441541679836,Q2,0.44026155090104413
Context-Dependent Automatic Response Generation Using Statistical Machine Translation Techniques,2015,"context dependent natural language generation, machine-translation approach",3.0,1.3862943611198906,Q2,0.0
Multilingual Open Relation Extraction Using Cross-lingual Projection,2015,"bilingual relation extraction, cross-lingual projection",58.0,4.07753744390572,Q4,0.4698650136086764
Learning to parse with {IAA}-weighted loss,2015,"parse, iaa-weighted loss",9.0,2.302585092994046,Q3,0.9770591414609795
Exploiting Text and Network Context for Geolocation of Social Media Users,2015,"text, network context, geolocation, social media users",64.0,4.174387269895637,Q4,0.9964475043259108
Discriminative Phrase Embedding for Paraphrase Identification,2015,"discriminative phrase embedding, paraphrasing task",28.0,3.367295829986474,Q4,
Combining Word Embeddings and Feature Embeddings for Fine-grained Relation Extraction,2015,"word embeddings, feature embedding, fine-grained relations",39.0,3.688879454113936,Q4,0.9787234042404408
{CASSA}: A Context-Aware Synonym Simplification Algorithm,2015,"cassa, context-aware synonym simplification algorithm",26.0,3.295836866004329,Q4,0.5
Simple task-specific bilingual word embeddings,2015,task-specific bilingual word embeddings,109.0,4.700480365792417,Q4,0.0
Sampling Techniques for Streaming Cross Document Coreference Resolution,2015,"broad coverage, streaming, cross-caption coreference resolution",1.0,0.6931471805599453,Q1,0.44194878367711216
On the Automatic Learning of Sentiment Lexicons,2015,"automatic agent, sentiment lexica",33.0,3.5263605246161616,Q4,0.5
Large-Scale Native Language Identification with Cross-Corpus Evaluation,2015,"native-language identification, corpus validation",32.0,3.49650756146648,Q4,
{U}nediting: Detecting Disfluencies Without Careful Transcripts,2015,"unediting, disfluency, transcript",4.0,1.6094379124341005,Q2,0.6914286152412039
Type-Driven Incremental Semantic Parsing with Polymorphism,2015,"type-based, incremental semantics, polymorphism",43.0,3.784189633918261,Q4,0.5079221508894617
Template Kernels for Dependency Parsing,2015,"template kernels, dependency parses",5.0,1.791759469228055,Q2,0.4781208908078479
Embedding a Semantic Network in a Word Space,2015,"semantic network, word space, embed",44.0,3.80666248977032,Q4,0.9723980465101814
Random Walks and Neural Network Language Models on Knowledge Bases,2015,"random walks, nn-based language models, knowledge bank",58.0,4.07753744390572,Q4,0.4165052601898828
Identification and Characterization of Newsworthy Verbs in World News,2015,"newsworthy verbs, world news",0.0,0.0,Q1,0.0
Enhancing {S}umerian Lemmatization by Unsupervised Named-Entity Recognition,2015,"sumerian lemmatization, unsupervised named-entity clustering",10.0,2.3978952727983707,Q3,0.0
Extracting Information about Medication Use from Veterinary Discussions,2015,"information, medication use, veterinary discussions",9.0,2.302585092994046,Q3,0.9938972163813896
Reserating the awesometastic: An automatic extension of the {W}ord{N}et taxonomy for novel terms,2015,"reserating the awesometastic, automatic addition, recindial, novel terms",22.0,3.1354942159291497,Q4,0.0
